out	Kingdom	Phylum	Class	Order	Family
21dcda95c3cccd8698c04bb08ab0c355	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae
9263e41a7e7c7ed31ea7803e2daef658	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Weeksellaceae
7af90f26c7657223cbb9a226123f34a0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
cbd1518740b1534d0cff31ca1022563d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae
3562da8ccf09156379f7de559997b72f	Bacteria	 Planctomycetota	 Planctomycetes	 Gemmatales	 Gemmataceae
5e2e014b74fea425b522e9b65de93a18	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae
17d98c4eeb7965ffe8447362fbc249aa	Bacteria	 Nitrospirota	 Nitrospiria	 Nitrospirales	 Nitrospiraceae
3de563615037a0f6680de2beb3aef642	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured
28ee5100262a4bd7228a50636134ae22	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae
ec15fe4461909b6605106ad647c4c738	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured
b733e6398a11f5876c25ac17987e4671	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae
e12d748cbd55bd58b4f16b504ea9afd1	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
7cfc00a2f61ed87b7c2c9e0f9412f4cb	Eukaryota	NA	NA	NA	NA
2e44ccca31f05581c211ed340b50c998	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 SC-I-84
3c8824c05a7478eadfc7e897bdb6a181	Bacteria	NA	NA	NA	NA
2eb344c6b6b6aa1f8f19298bf0b7ba5b	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured
21889ff0692522ebd452a8e51dce2056	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae
a4c7d14416daf0c809f23401df1e2e99	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
22df54dfb01534347e676cd3a0bedf4d	Bacteria	NA	NA	NA	NA
733bee50e6f3dfbfd691f2bbbb77760b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae
be3bea23a45bf6504347c097a52e7282	Bacteria	 Proteobacteria	 Gammaproteobacteria	 R7C24	 R7C24
ed3080d240aa82f8af669342f721a9b0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae
8a9d2575645a4b4ed26dcdf1b6e2217a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Psychromonadaceae
c7a397f5b6912c7b21638c6939d04a5e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae
68fdee25fdb8fbb8a7e0c6f37bbdc14d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae
186b1eb9ef57110363f7836fefe41003	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
ca60eb533b64b19c108e026dbe1a4a03	Bacteria	 Planctomycetota	 Planctomycetes	 Pirellulales	 Pirellulaceae
58857460eeae7c0566bf09151b677257	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Chitinibacteraceae
880e4d74820ef06499fbcd7b3bc994e0	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae
e82fd4867019a555364fb527c6a6d9bb	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae
df8e195ec8222d5ed266c024b28c07f7	Unassigned	NA	NA	NA	NA
e971028c0ebe8f9cb636a7d0102ee054	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
fda3f34d2fc3f6e76362c16baf5a314a	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
56f506a77d1d23f294f055a6bdda62c9	Bacteria	NA	NA	NA	NA
7a1f18fab7fcf37fd2162f82b93a6771	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
8e10cbdfd6c37b62ca6fca8debb14bb0	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
ec2b49b97be20cb6dff70cb132260e58	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
1ba083f02c497d88fc59b1c3dadba44d	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
5bacac01b4d6fa054706d2ebd32ec4b8	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
affc3e6b822e2c61b2f8e8e24ff37c3a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae
96ce47056f072e6f2c70df66d8c2cc30	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae
9f3ed51eb5d722549dfcdd277edf08a0	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
5c76bebe0765ded96f76b0d29c6a69a2	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Microscillaceae
13d389c650a52407f09eca562287e5f6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae
a97be75e2753ab4d726a29e306b9283e	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Terrimicrobiaceae
6fb43ed6b51bfbffb20bd43ebef9f6e2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae
c60280eb38f2020d9b385ab889380d79	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae
c2501244ad93d6dbbadce6838aea9a04	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
aedbe1d120b9a37464a7646282ec9a4f	Bacteria	NA	NA	NA	NA
4550e836800a514bd5a92b7000162849	Bacteria	 Bacteroidota	 Bacteroidia	NA	NA
2a8f3a9c30eec1fe079fa51fd1d239d1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
33ef849b847f793c1d00455ae092adfe	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Diplorickettsiales	 Diplorickettsiaceae
8a015f2e9f07b3eefc0fd54fcc02da79	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae
1863f98dc4c98bf9990f7f6bd5b8c36a	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
187a7e7959d2bf26e606aa3665e3b6c1	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Desulfuromonadia	 Desulfuromonadaceae
7285bbb2a3a9588347ff7e5c423deda0	Bacteria	 Actinobacteriota	 Actinobacteria	NA	NA
f3fbef7c9701bc0a55a323e0e69c8288	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
8010625157d073591f68706bbfbf9fe9	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae
6633a4eb84190e19a544e47bd852c656	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidetes_vadinHA17
b84b45f364b6b5e1934a15411289cc23	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	NA
f0ba8a17113ce7770e2b7d7adaf0194c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
28ea46b215c2f410799beaf0a052cca5	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae
5d16ee050b5898eb5a09debb8611ab75	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmataceae
ec1a8c2c2a4cb556e91ca7b989fd2ec7	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae
0ad968d485be2395e5b88aeca64c7c76	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Selenomonadaceae
0a16a891ebd64454a73dae782e84325d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae
fc8b011622fe1d25fc497cf49502c3c2	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 uncultured
079ff126e577bd82adc61cc80da52d3f	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
beb8361c4af3ed34300040505212c68f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae
7835b778be0438a4fb55982f4408bfcf	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Subgroup_17	 Subgroup_17
0e5f633ba62444bbe7f2c8ee3bbf039d	Bacteria	NA	NA	NA	NA
4abf5cd493902ef87064282c267af238	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	NA
cdb6493f5fc23235ba8086da6903586f	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Chthoniobacteraceae
4d4ca5adae07aeb14283901260fc2af5	Bacteria	 Actinobacteriota	 Actinobacteria	 Elev-16S-976	 Elev-16S-976
4a2d582b0c3e9e4de4e308086ae4ac32	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae
2799b6adae161f44f5aca46f7fff205e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae
fdebe8918600e99034e3e124c14cac20	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
0235334aebec8f44956d710f069ce1b8	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae
a2288b8bd7749cb0fe18df189f7ee3bb	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
84d541779ae0acecef11248a5a886b6f	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
f2cc317e891ebf824283837e0b65e193	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
58801831cd8b24d05cac49c0e86c1c15	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
79e62278313a928bf84ee94bfa5647ed	Bacteria	NA	NA	NA	NA
fe3f29863e8b47ac813d4d0791e10ea8	Bacteria	 Chloroflexi	 SL56_marine_group	 SL56_marine_group	 SL56_marine_group
3e2f01ad39ac8b15761f09004486cbb2	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Geobacterales	 Geobacteraceae
585432538aa03f86b14de64e12c568d6	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Hymenobacteraceae
c11dc150746fabafe8c755c4fb8e495a	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
464d328f7aa597bc94c646764519aa40	Unassigned	NA	NA	NA	NA
cbdd0db6906c9fd20e7cb3947042e021	Bacteria	 Elusimicrobiota	 Lineage_IIb	 Lineage_IIb	 Lineage_IIb
db3e740943b7fd70883e9b8af8f97142	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
2d67868f28814666cf380964901e5b54	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
bcf27afab7e718accdbaa8014bddd45e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae
240b5ab9f59d27131dbd761e3a72034f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Nitrosomonadaceae
949ffc8cc0480788689972429c26ad3e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
b3aee382fa6a4354a26cd5ac7593af35	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
008d79a2de957fd9059408a246c80673	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 Arcobacteraceae
07c13b2f1ceddd7635c73826b5b898d4	Eukaryota	NA	NA	NA	NA
e66b2ef9826edbf5b1a95d6ee37582a5	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae
c051a3347e4e9c9919181afd2430d3bd	Bacteria	NA	NA	NA	NA
ddb1b0f661c921a93ed6af83ff639444	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae
df217c242ef3bee6c6697be8d579b64d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae
ce22d89316e2b10617a7a291562ff525	Bacteria	 Proteobacteria	NA	NA	NA
2a796a05edd8b061f06f21468aac451c	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae
5d7f64c71c692073bffdf3aaddd5a3ce	Bacteria	 Patescibacteria	 Parcubacteria	 Candidatus_Moranbacteria	 Candidatus_Moranbacteria
c2c3d464b3f9eb32c379afeb9d647655	Bacteria	NA	NA	NA	NA
7611ba6be0c5766ce333afef6447b12d	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	NA
7ef71cf9c62012de8b5753b24f8b051b	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadales
b13f88d843c9e6e528c31870f427cc86	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
2a913a89050101afd2cac428085be3a0	Bacteria	NA	NA	NA	NA
4d73284cf4f43e476e35863d4adb989a	Bacteria	 Bacteroidota	 Bacteroidia	NA	NA
cd949f198455920be0713e0a83bb546c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
2f2fd3cd5ec5fe4ded73382c12e5b588	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae
f0075e350ab705c551ba6509673f1e09	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
cee7b1fd2c716a64f0c30af35c0caf0e	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	NA
0f780e27914ccd1e66f6e6e3b6cdb76b	Bacteria	 Proteobacteria	NA	NA	NA
fa6b49d25f7c265baef7899488844755	Bacteria	 Bacteroidota	 Bacteroidia	NA	NA
b07ce67b6e542473a676664ec9a65375	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiales_Incertae_Sedis
95d34a1a120d287da9858117bbd78b3b	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
f8f8b8cd093f94524cfe9bf9aa28ba45	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
1182ae89b267edae12a1afc9c9b97724	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
a1ce408f9d36413e2b0e799576b43959	Bacteria	 Verrucomicrobiota	 Omnitrophia	 Omnitrophales	 Omnitrophaceae
73d5f8ffb59648e214812773b63bbb0a	Bacteria	 Actinobacteriota	 Actinobacteria	NA	NA
4e757de1b2746f66f0dbfecd8086cfac	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae
9ce2e4632ce9b67f96f4f742526beb02	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae
663aa23bf018b52ff2e33323802d91f2	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
c0b1e73114587f6f105566913be2c532	Archaea	 Halobacterota	 Methanosarcinia	 Methanosarciniales	 Methanosaetaceae
943ec366f204d550851b5d62ca29b077	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
f167ac6e78ad0f60e7a2ead1e4fb4240	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae
7cc23d6a1017fe3cf4cd3c086a7ba3a6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 SM2D12
a2194dd9acfdbc10e89fde013315e7a1	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	NA
b9041465294f872907fbe58408ffedd7	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadales
7d370eb358bcd190d393784e2f456bd0	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae
2f7a7da1d1331c6d57b70b885f706e47	Bacteria	 Desulfobacterota	 Desulfuromonadia	NA	NA
2820ae9d257c19ae0abeb14b02211943	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 env.OPS_17
f3321fa39cad772351154d2ec86f6619	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
f4a1cd9cdf8e5f16779e22c32b880412	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiales_Incertae_Sedis
fda2d1dd4aacb4e3c22729b6710af459	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	NA
b8019f65f7e4139c2e2983b033fc0139	Bacteria	 Acidobacteriota	NA	NA	NA
45d4340ff9c94e2e0cf87a844bbc0ea5	Bacteria	NA	NA	NA	NA
324cca68db43d486471483c46af563f6	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae
f6a099a7d5395579a6f8437664d74f06	Bacteria	 Actinobacteriota	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae
cffe8e200e0e4341bd0364125acc2dd0	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	NA
9cabe36571955ccd74c7aa2dc79ca245	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	NA
45cc096775f85a4c9123fcb0975755a6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 MWH-UniP1_aquatic_group
01a1e3b84131fb6dd1458fadcc5504f4	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 Parachlamydiaceae
9b6c207d76df778b91b981341989d4bf	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae
966202f8711257b24e6c9716f6915bc1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family
ec420f1cedbaaf30467112fa26302a96	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
2176ac053d71d4ef95c34e5707a83956	Bacteria	 Myxococcota	 Polyangia	 Nannocystales	 Nannocystaceae
834465759f83fc7be4e981b2f796fb08	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
a8bf876d8fdb4f20d2b47976f002443b	Bacteria	 Proteobacteria	NA	NA	NA
a35120a80c488ae5f85c629f485893c8	Bacteria	NA	NA	NA	NA
efb0da5ad82f60a25c44fb6bb10fab30	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	NA
a1f4a2744c1418a122a41d1abde91660	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae
c749c80075399021a5d61dd7ce851b56	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 Parachlamydiaceae
ca496dfa3b345a10e465e80c2142d941	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
f974a0da78e66c4990dbee5d050b6d8f	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae
36103f5a45e18bdcc2adf7eb3c339a46	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
f6d25061a9530ce2e6ee353ffaf5f77c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
a144e11fe4b27af51993cb8170f12a79	Bacteria	NA	NA	NA	NA
6fdb237735b2ea3f1d53be494ce3e6b7	Bacteria	 Firmicutes	 Clostridia	 Clostridia	 Hungateiclostridiaceae
a87e5a4413015e1530bbb43a55bea28e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
b5b858950ca5fc728c2cee80dc20f5be	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae
24bb4188fe9dc034f0acdb909b8aeaa5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
adff7e75297fa1df228ece03872f7d6b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
d02776edea8980a4c06d08796fc9defd	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae
7c4ee218464a6756c8ae72a7c51e0018	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae
f638d5831df406e60ff38b7008f82f60	Bacteria	 Planctomycetota	 Planctomycetes	 Planctomycetales	 Rubinisphaeraceae
7b9311c14375b8d958961ff20cbf8b1d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae
bd80470823f2f314bad197cfe2d3052a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
b64446d204fdf374a667133214a98161	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
75a0548d34ef72805db33eb577909cff	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Hyphomonadaceae
1dda68858dfe4f7468f65d2d00646e59	Bacteria	NA	NA	NA	NA
9f7250202964540bf18dcb5ee3b80a73	Bacteria	 Planctomycetota	 Planctomycetes	 Pirellulales	 Pirellulaceae
48e28be93dddef2f5fd1db02c2605492	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 AKYH767
ec99cc3cf1871cf568b68daea4c9e55e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae
3a2b271eca6b7486145eb0fb6dfb8017	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
9f5f4aa6ea8974b821e74ec483a19a25	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Paludibacteraceae
efa6429ca195f789bc40382cc8a12059	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiales_Incertae_Sedis
7544bd05473a9f17e622897f3bbd5792	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Diplorickettsiales	 Diplorickettsiaceae
13941c541a517e8587d27487bfd1a009	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 SC-I-84
151702a7aca745d515dd92ffa25d60f2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
41c3a8386d18d021128ed88eda94474e	Bacteria	NA	NA	NA	NA
9dab909f976c565d111a502b55aa5195	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmataceae
deb2281a2eecb61c68577367574ac4b8	Bacteria	 Desulfobacterota	 Desulfobacteria	 Desulfobacterales	 Desulfosarcinaceae
e2b6439fd2623d2abb770e2451efc69e	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Microscillaceae
497e3390f87bdd023dbafa7c5069aa81	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
e47aad0d5bce78989a808dfb49de06d2	Bacteria	 Actinobacteriota	 Thermoleophilia	 Gaiellales	 uncultured
3ec32caef6df876fec2781a104a219f6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylomonadaceae
9df91eee85f0acd8d824166ee98c9714	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae
2103144fbd19c7f82e4d0f9ef59d7aed	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae
2788002c5bfaed8cd0027df10718cfe7	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae
03474e82363302dd19278e1fb09ab6ad	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
e204a3f6dfa8c1d66cf83e4bf6e87841	Bacteria	 Patescibacteria	 Parcubacteria	 Candidatus_Kaiserbacteria	 Candidatus_Kaiserbacteria
e03b71cfb9cbcb7145059d32a88391d1	Bacteria	 Proteobacteria	NA	NA	NA
bed817af8d969116532e5a1117d5544f	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Intrasporangiaceae
6e6aa1d8c5cc295276efae5d7a2b07c4	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae
f15d184ee88b66a9c7cb318a996f6884	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Paracaedibacterales	 Paracaedibacteraceae
02a4e8ea66efb6c2ebdf9c16c39e1299	Bacteria	NA	NA	NA	NA
dc83f3743630401231c8b927f5e3580a	Bacteria	 Fibrobacterota	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae
3483fc654b5d2f7162d0fd397bbf897e	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	NA
68bf36014c9861de48a2717810afe5e9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae
d38c7eb12a8cc357997fb94769ebd63b	Bacteria	 Proteobacteria	NA	NA	NA
02bdd0f659772408f5b44424c46dee52	Bacteria	 Bdellovibrionota	 Oligoflexia	 Silvanigrellales	 Silvanigrellaceae
af2e33e54d66fb1fc736a89e7b90b530	Bacteria	 Proteobacteria	NA	NA	NA
d803f3e37018ddd022ddd7cbcfe78534	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae
5fa1eeef2773a148300be8ea324545fa	Bacteria	 Planctomycetota	 Planctomycetes	 Isosphaerales	 Isosphaeraceae
cf33a8ee0aa2971816f2c3f697ff8bc8	Unassigned	NA	NA	NA	NA
69370db1c27ad270ab171b6623fe36f6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
c91d5d4345ad0fee76bed613818e3dbd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	NA
4c63134996616b56a26492a0c4b39324	Bacteria	 Proteobacteria	 Alphaproteobacteria	NA	NA
db5cf0e4a7c8b09781803dc63659d2a5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae
792a36e4794c7e85117b5bb565c579e3	Bacteria	 Planctomycetota	 Planctomycetes	 Planctomycetales	 Schlesneriaceae
904af882711089d6db03c0cb66403abe	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
7fda94937c1d46de69f5a7aa71d6d3cb	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Ilumatobacteraceae
b1f64eec4ddf5667e787bc47dab0392f	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
3fd33d1212eae3784a634641e619d132	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae
60926d1cb19d315c2b1b418175b19e7c	Bacteria	NA	NA	NA	NA
695e148c4bcdc02d394af60e5a1dbe7b	Bacteria	 Armatimonadota	 DG-56	 DG-56	 DG-56
8a6709d4ec896c8b1e5dc2246ac3ad2f	Archaea	NA	NA	NA	NA
b59340d6ac01d6e35705cd635edbacf5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae
