out	Kingdom	Phylum	Class	Order	Family
b10b348f68c8789b8d66e55bc8f3feca	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
f01194e13143852c4f608ed780b7d17c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
9a1acdace739eb625d47fc234caab153	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
fcb6ad1ff3b03046802dd0f01d78c4c1	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
6d2c9459233b6c44a144739385456089	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
4f04a09f79fced20225af1d83ad7efae	Bacteria	NA	NA	NA	NA
e2a801a78e5996311f9d757ba8a339be	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured
3a35e0e73f71b9553d4e1d02853c455d	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae
d7bea3defad216e83b5b394ae96e3130	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae
20869508cd1816934d58ca5f742fea2d	Bacteria	NA	NA	NA	NA
b1574b9fd6f58cd9242d2513ded11d9c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
f0bc7d61584ad38971d662ce8c78747c	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae
cb94162246e1a5d4001c848aaa2e6250	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
e637e3e92e961f75e2f99f57f0026948	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae
21df598b9adec6fae177016aeff36e3c	Bacteria	 Chloroflexi	 Gitt-GS-136	 Gitt-GS-136	 Gitt-GS-136
4adf69519044dfb4e36cf65bbe6f3b22	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
9af894f2f3c7a7e8717c8304fa590695	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Gallionellaceae
086e7e7eedd650adeab015682ee26bd3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Reyranellales	 Reyranellaceae
d6b3b1191a978981c6b7d256367a6165	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
068012eab4b76687e6586391617fc6ce	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae
ac45c99b3f987fbedd2ba93d467b8ab5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae
26009fd2fd5dd6f72bc25c21790999e7	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae
4e5a873086c5e43d94d13182f2938271	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	NA
99e756f6e630ba01f82aa74a4b27f58f	Bacteria	 Firmicutes	 Bacilli	NA	NA
1be542d03520d95f536a80bb6a62a1d3	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Jonesiaceae
6536cff134d48317530885d6ad144c1f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae
e484b2c3fb6247a80e6efa8eac4e7dc4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae
cd74d4259740f9cf8476d6aa0105a8c9	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
dffb01e47601e84c4a2ae008b7902294	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
d3618c84ce5b7333bce1a0638005b9c9	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Intrasporangiaceae
21b2e4ccb0e8e2deee2be3bc3570f470	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured
64bdf0c49cdd4c1e16e2815be70e99a3	Bacteria	 Bdellovibrionota	 Oligoflexia	 0319-6G20	 0319-6G20
9c77dc4f6f1a60ef5816604ee336e1a6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
66ef2e4a8cfba8a756735eb2fc06e312	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Nocardiaceae
2bd692d4f53a7f55d71f68a9d417782d	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae
f68f041dc7b2238c979a5c3fda9ad3f0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
4a80908585d273b1206a5d766b792613	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Anaeromyxobacteraceae
2df9043ffecbe138ddaee19d7ca7ae7b	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
ec681177cdd4cfa127939d659a174eb8	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 uncultured	 uncultured
4a43c391ba07da6fd9165e622c9d8c79	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
f2cd8f4ea3d71ebecc281959ef9c5698	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
6014ebf4952ad85742f4c97b59c093cf	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae
9fa79d81f91006d78771f893b75d819e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae
743341955c1b7c5570d35f9065697731	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae
f32681994daefc203d926dc6ae635fe3	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
87071dfc25d64756d2fd3f64b87b2f56	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
e5f7d507d2fd51a615b637c806f43176	Unassigned	NA	NA	NA	NA
4df500b991bf33afa96dae909e8cc669	Bacteria	 Bacteroidota	 Bacteroidia	NA	NA
effa30ff5309951add067b61d8135742	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae
e2170a0c2c93b308473ed64fdd37cee0	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
d79dd476c573a331a7ee1b38758e738a	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
fe6ccd7f68735584093cced85b60d34c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae
e6df63c1d07f6d772e3e5f31307b0067	Bacteria	 Verrucomicrobiota	 Omnitrophia	 Omnitrophales	 Omnitrophaceae
c2a294eb531882c50c008a85d94838c2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
5b228572c42c28f39bf6155fcf41adfa	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
cbaafe799b52da23bc0e78e85fe9f93f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
9fb8dabd974d82b816b19036640a347f	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
d7bd3285d12d41ba9bdda22087595e10	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae
c7806296791b579613405ee4f3c1ca20	Bacteria	NA	NA	NA	NA
6691c6ce2fc3bd3fdd3d05753e9e5cc6	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
f0ece5b1b9b0f3debcc58f70aa3991ca	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	NA
21a40cf806ca3b1f90b27d3a00f10379	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae
a78542d886e1858694aedb096e174b1d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae
2a044097d47a1ba3608ba25954935efa	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
b325791341e297e271d6c3ded9e1a115	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
5f3fdafa511c57cb329e2b8b085e8130	Bacteria	NA	NA	NA	NA
9b71fbabb33f5a258e6fd0c586fd2544	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
e45e13a006c9e872fe0b480497cb8667	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae
ff939417585d1d2c0711344373700d85	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
36b1a616a809f51b97c3ab1c72cc81e8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae
18afb5144a5fc495483a4a3280a5fb2c	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Pedosphaerales	 Pedosphaeraceae
b21a185c1a1af162d5f5c0e5284d0133	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
854a060b9bcabb5936ce3f427893dcbe	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
5386a1a221a782c272c7cdc495862290	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
6b89b09b134f241d4b2483073c9c5615	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
af98677aabf424dfdaed31d2c71ccfbd	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae
bd0c5c77751709d23fdec638959b1051	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae
add01587011b89c1aa6c3745d80d20c6	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Propionibacteriaceae
3ff7ddd9e47fd12d534ae4a2235f1161	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
0134800a1d2ba1fa0685f79525887beb	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methyloligellaceae
fb4b597455b8456a661b3f8b23d06ad6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
4204815476ee4056a165692db17f23af	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae
a28e344f5c7c7b0437718f792fe83995	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
aa95cf954481a2d4bbbcb4968685440a	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
a6f43fc8f95db8fd1a87a26b49edcbcd	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
4953a3c00960f1fff2e1d487bd308f2b	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae
29372834555d164a698cc3d59e61bb82	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
52f63935898368522f7925b199ac3436	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
bbb3949561f19f9fab4dd300ec1c81f9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
f8355dcce18fcf9cad21f641b2ee6db3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family
b141adfa66d29f2f335ad56e2db82bf6	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae
1d8c98b64beb517bc14ac25334619440	Bacteria	NA	NA	NA	NA
c9a507a97b8dfb68ab01d122b6cc1662	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae
532e0c9d8b305ae6b9e7ad8e47cc4b62	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae
1eb5f993d006777ce525af9f4527d148	Bacteria	 Myxococcota	 Polyangia	 Polyangiales	 BIrii41
2982d5cbc306b167328a0072ccd1b2d6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae
571fc6987035fe8bacb322494e943195	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
a91cf263188b69f8e18fe966aa8aa5c2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
8c3eb3affbd7435d2c94d67550b32f75	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae
720fc0979ba07f4f962ab4af4504e3bd	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	NA
34f84c385f2ea11bdc57fdd1fe820db2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
5dc48d75d80b02c1c64c74375d3a3c91	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
6c662bfaa5774514adc993aeb51a0733	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
de3d1371f11fd5e031fc0f5550844302	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
d37e9cf55e5a56e3b6b1bea5d6694e1f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
fd999b53a548ef2e57a4435e8560f436	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	NA
e5475eac1b71bbcd37c9916e84c91cf0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
8a8caed4169c63b827112a42db1223bb	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
0aba4f633b94d1e81c0a1349d9128bdb	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	NA
62f9596280f82c2d5a50d81c4bf7c72e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
ac1066987050deadc9a3065f8e6d747a	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales
2b4eb4f33eae970e8b3c7326e21d7a61	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales
17f6b26bd0fa95956f6eb813dca6173b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae
9e3f644c7d3acb82597f3f8e44c1a5f3	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
69360ec50f5ebf257266f077670ccb87	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae
6c6e3075775b0e93ebbb42df94ca1e84	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
e9d7b1beb30d6c7624ff9c1a5eaa2175	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 SC-I-84
987223f4b3ba4b5420b5ce596fc2ad00	Bacteria	 Bacteroidota	 Ignavibacteria	 Ignavibacteriales	NA
002cf48f3e333f2ec3b03cd5289eacad	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
579353d5fa5a752a135394de6f03f420	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
e82e9c9cb46e801b050ed03f1fbd252a	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae
adda92a6b5f975dd4ec516240c0984ad	Bacteria	 Patescibacteria	 Parcubacteria	 Candidatus_Kaiserbacteria	 Candidatus_Kaiserbacteria
e5233c6553bfee9a9366f6ddb63c4cd2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae
78692d7b02f7feb343510ca8227a8bd1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
aa3ba29ed46fedf3bf1454f873becb37	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 uncultured
a10118889cdebc33ad1263d77e9d6a75	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
6072c7df75d3edfcfeafa4522584d31d	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Brevibacteriaceae
d5afce2823f4737cdaa18ce9b454980c	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
19e1e8519b3fbeb981dbf98020667bc2	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae
ae20ee01058e3ce52924828132ca81fe	Unassigned	NA	NA	NA	NA
be5bf34eaf94c947f9aefd336331a39c	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
dbe4ab4201175abe6171368896b8cdf7	Bacteria	 Fibrobacterota	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae
35f6b076c24ebc53472ca7a76682a8ae	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae
1f796f7603e3b9c719daae1629c20649	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Diplorickettsiales	 Diplorickettsiaceae
64fb5a3d389aac420a192c042253c4cf	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	NA
727cbc82de74940aa033b94a4810cbeb	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
d5de5326058f7c1a67bd2616f6f2f659	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
25d3788ee6e8953579a85c565c222608	Bacteria	 Planctomycetota	 Planctomycetes	 Planctomycetales	 Rubinisphaeraceae
0457a24742457c2f124a21f11fba0564	Bacteria	NA	NA	NA	NA
a4e24c21fe6726ee990fbadcff04f42a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
8bbd61b14aabdcf28dc8f83ea2991e57	Bacteria	NA	NA	NA	NA
d4964cf4c1cbcd8ca768a3b55323f360	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
70524cdeca9dd97e51ecedb743813074	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
00f31046dc2e9d5b244ebf23f850a6da	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
1359bb5520b3ac6106582937b04df36a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
2101f60d7b62f01da3088812b27fc54c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiales_Incertae_Sedis
32a711717f20cf960d7ecc020a3f29e4	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae
22a8f63ec80f539daad76b9a7add231c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
cf04a68093cb636947aa3713b218224c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
12917b921970da3965faff8f7517349e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae
d729b9fa9d595ac63c2db0416cc42fc9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylomonadaceae
4fb73246d497d03865eecef734804cb5	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae
4a3a409cb1d6577da61bffbcfb6758db	Bacteria	 Proteobacteria	 Alphaproteobacteria	NA	NA
4c70a5526e6309070be899cb97d8153b	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
b98549118e274a1654de6f6c34625687	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae
cd21c2df8b54a6aa8c480c07ee5fd921	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae
25845bfb0f3cd6cbc9b8abf8b8a7946c	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast
8f8adb593c8a88b06309b02572aab6e0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	NA
bc72c1764bee3a13944b4fc40136075e	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae
c4e5668869e78a58ab49bdb06f3cd104	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae
98b7f91f2f510e96eacdf1dd8fbb3dc3	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Cellulomonadaceae
316b352dc5a395190c4e257b3c8604ab	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae
a01af25eb038fb5d1fd2410f0ab0952a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 UCG-010
d309544b67f97f726c976853328bea3b	Bacteria	 Desulfobacterota	 Desulfobulbia	 Desulfobulbales	 Desulfocapsaceae
aefa9ca7fda8d57485d5749fd4effb46	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
1300f9cb733966f562a4cd2ba2f3dfa5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
68f342f0b61bc79e5f0c3ac535a30087	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae
1afb5c04f4724f3d5eb95bfa74409fd9	Bacteria	 Proteobacteria	 Gammaproteobacteria	NA	NA
05d4720ae73751451e32456d075d1ea4	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae
147761ec53c7ee566dc05891d3397e75	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Chitinibacteraceae
420c0a2554a0726b89e4c7cb6b82768b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
21ebfb58c1808488078f78f9162b6077	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae
65571c1acf8b1f07460f7443a8cd6738	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
48ac7294d89676e5dfada09f3c2c2889	Bacteria	 Acidobacteriota	 Subgroup_18	 Subgroup_18	 Subgroup_18
dd14339f9eb0a26c583ea90f2a886ede	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae
1f3b8a105f05dbafa8f70e91b6a8ae7a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
df79c33f0a777c4a6accc515b0e006f5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
8663c7d9e3c19400372c19b54f9affdb	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
f410ed32ad14ceae35cb5a0e4385f5be	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae
b87a0a08be4896e32fa5a04ed694d80e	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae
b354a5d204fa645d5d2d2f2a7ced6093	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae
c723872bbb22737bbf2a440d23c33f7a	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae
f6f76922f57cc32c3a0b57e41b868448	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae
82e81f5736b7446dabaa4d30162510d7	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae
3181aeafcf5248768cd188974f9d7489	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Hyphomonadaceae
e9404c56bb2d711045100d8876e25337	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae
2e53732aa0e510cfaac122252c555215	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae
19676be900f9b6d7f57a33beab965fda	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	NA
4b04ff1e572f242b676004b95894020f	Bacteria	 Chloroflexi	 KD4-96	 KD4-96	 KD4-96
8bc1ab5317e7822e03db27eb0a11fd66	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Lentimicrobiaceae
0819b73af81bad912f77649b47495a7e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae
15c89a00c73214480467722f6342fe24	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
51902a38d27b0ae11ff1f6559d11faba	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae
b8612b19e9b28928121eb4d77643df6b	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae
f806089dfe1d31d1d92aa3f10e701cdf	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 env.OPS_17
b52179d0a14972fbc6d0a718feb36a1c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae
6ea7e96f50ebadbeff01f6b57b504b3a	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
8113506bd1a6e808e01e8c78c17a673f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria
2301eb1fd5a13ecf880deac20474493c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae
a714eb802cd80ca9ce9bdeb3e1871bf1	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Aerococcaceae
663f5c2c29e505654ad2882143b8b07f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
ee210a0bd59f2d3ded00feab6e0afa62	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	NA
375f42fd5f2c62c8293a399541749d2b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Diplorickettsiales	 Diplorickettsiaceae
b5e963d8724f6818eade3628bc2f285d	Bacteria	 Bacteroidota	 Ignavibacteria	 Ignavibacteriales	 Ignavibacteriaceae
26bd4debc82c5449d0e67095b1b46290	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales
bce3f9d0fc683589a0aa853e96d44dbe	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae
af2e3f091532ff3d5e1989292be8f481	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae
29b8d675c9e5df0544283e69155db085	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
cce09e6beebc7e5bed41ad9cbf5993d7	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Sporichthyaceae
85f88a9c737a168d0942538528770042	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae
f64f0d30c34d5909f8e86a670bea295c	Bacteria	 Planctomycetota	 Planctomycetes	 Isosphaerales	 Isosphaeraceae
8c3994217fdfd6fe61e5623d3f502a65	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae
5f580bacaf57eefe992699c74913ce10	Bacteria	NA	NA	NA	NA
